id,href_raw,text_raw,section_hint,order_index
b257304b-bccb-49d1-a8ce-99b19b089ffe,https://tableconvert.com/,Table Convert Online,Content & Metadata,24
adbca405-ad45-4a98-ac5c-1296dcdb3434,https://www.online-utility.org/text/analyzer.jsp,Text Analyzer,Content & Metadata,25
e50ee308-6229-4e98-8d8f-3f592951246b,https://datavizcatalogue.com/index.html,The Data Visualisation Catalogue,Content & Metadata,26
7a77a461-f42e-4f45-9027-77eaed00af0b,https://theonegenerator.com/,The One Generator,Content & Metadata,27
0f5bbd96-5bdb-4afb-8d83-a40fef68a463,https://developers.cloudflare.com/cloudflare-one/faq/cloudflare-tunnels-faq/#how-can-i-troubleshoot-a-tunnel-that-was-configured-from-the-zero-trust-dashboard,"Tunnels
    · Cloudflare Zero Trust docs",Content & Metadata,28
02c5d849-826c-4cbd-8fcb-7be8f2c0c45e,https://admin.typeform.com/accounts/01DRE51W7S5HPMAT91QZ232MQA/workspaces/QcFxs2,Typeform,Content & Metadata,29
492320f1-201b-47e3-bc32-3f4193b741d1,https://www.unicode.org/reports/tr35/tr35-31/tr35-dates.html#Date_Format_Paerns,"Unicode Date formats »
    UTS5",Content & Metadata,30
14c4ef16-c626-4094-bfc4-a0ce2a69010d,http://www.worldometers.info/,Worldometers - real time world statistics,Content & Metadata,31
50dfa840-7266-4eda-a664-bd5ac5c8456a,https://component.gallery/,The Component Gallery - UX Design Patterns,Interactions & Interfaces,32
d52999d2-59a4-4c27-a9b1-827212594f56,https://automator.design/,Automator for Figma,Interactions & Interfaces,33
60dbd86f-c2c1-480e-902c-036d3844f30e,https://balsamiq.cloud/s9zzjxi/pvndnpd/r200F,Balsamiq,Interactions & Interfaces,34
794497a0-6ec6-4fe3-91a6-3c11a003b352,https://boords.com/,Boords | Storyboard Creator,Interactions & Interfaces,35
dc8015fe-859d-4de6-9a11-21cdbfa97f4c,https://www.joshwcomeau.com/shadow-palette/,CSS Shadow Palette Generator,Interactions & Interfaces,36
da222210-eb5e-4b38-a769-c3e615f38329,http://framerjs.com/,Framer - Prototype Interaction and Animation,Interactions & Interfaces,37
8728243f-e574-45c3-8419-671e92a3e4a7,https://www.thinkmoto.de/gestures,IxD Gesture Icons,Interactions & Interfaces,38
acd18cdd-a6f8-49ef-b7e4-91d0665731db,https://dashboard.kardsort.com/,KardSort,Interactions & Interfaces,39
4bbf57d3-2370-47e2-80e5-b39baa42ec0b,https://www.modulz.app/,Modulz,Interactions & Interfaces,40
8b89b5fb-0f49-4b36-9c77-6588f3cb92a9,https://relate.app/,Relate - The open platform to create for the web,Interactions & Interfaces,41
52826b9e-4e99-4210-84a3-e68497491c62,https://screensiz.es/,Screen Sizes | Viewport Sizes and Pixel Densities for Popular Devices,Interactions & Interfaces,42
43fee859-71ca-4910-9cbb-0deab8fcd0a4,https://sketch.systems/,Sketch.systems,Interactions & Interfaces,43
22982b38-c11a-4a84-a449-669d29a67ec4,https://ui-patterns.com/,UI-Patterns.com,Interactions & Interfaces,44
573e1be4-a34c-4986-8068-1644477044bb,https://www.useronboard.com/user-onboarding-teardowns/,"User Onboarding | A frequently-updated compendium of
    web app first-run experiences",Interactions & Interfaces,45
b2053168-b018-4ad3-ae2e-95e84f4155b1,https://www.mit.ed~jtidwell/interaction_patterns.html,Common Ground,Interactions & Interfaces,46
fb30841c-50fb-4cf9-9c74-c2286d51920a,https://spec.fm/specifics/8-pt-grid,8-Point Grid,Languages & Systems,47
8af5b6e5-20b3-4df8-b6dc-9d893a46235a,http://cssfontstack.com/,A CSS Font Stack,Languages & Systems,48
673b8066-ad95-4dbf-a915-54cf662ee995,https://ui.aceternity.com/,Aceternity UI Library,Languages & Systems,49
4c9c0f36-71b6-41af-9296-ab83faf2b6f6,https://browserframe.com/,Browser Frame for Screenshots,Languages & Systems,50
96338fe2-9b9b-4cab-a3b8-5ff70912dd81,https://color.adobe.com/create/color-contrast-analyzer,Color contrast checker analyzer tool | Adobe Color,Languages & Systems,51
728263d4-64d1-405a-9405-6f4dbc031b50,https://colordesigner.io/,Color Palette Generator | ColorDesigner,Languages & Systems,52
e128b146-d77e-48b2-953b-bd078c8a8c33,https://mycolor.space/,Color Space - Palette and Gradient Tool,Languages & Systems,53
d4e5657b-30cf-44c5-82de-e410621ba50d,https://material.io/resources/color/#!/?view.left=0&view.right=0,Color Tool - Material Design,Languages & Systems,54
54f5130d-d143-4b19-905b-302da661ca8c,https://contrast-grid.eightshapes.com/?version=1.1.0&background-colors=&foreground-colors=%23FFFFFF%2C%20White%0D%0A%23F2F2F2%0D%0A%23DDDDDD%0D%0A%23CCCCCC%0D%0A%23888888%0D%0A%23404040%2C%20Charcoal%0D%0A%23000000%2C%20Black%0D%0A%232F78C5%2C%20Effective%20on%20Extremes%0D%0A%230F60B6%2C%20Effective%20on%20Lights%0D%0A%23398EEA%2C%20Ineffective%0D%0A&es-color-form__tile-size=compact&es-color-form__show-contrast=aaa&es-color-form__show-contrast=aa&es-color-form__show-contrast=aa18&es-color-form__show-contrast=dnp,"Colour
    Contrast Tool - Grid | EightShapes",Languages & Systems,55
d7ef5a9d-8c68-4bf8-aa51-9e05781b0c90,https://convertingcolors.com/,"Converting Colors - Conversion, Gradients, Harmonies and More",Languages & Systems,56
34479388-2fb9-4ea8-96c0-08112885ac12,http://www.css-color-extractor.com/,CSS Color Extractor,Languages & Systems,57
ec319cbc-30a4-4f65-b135-7e62f3fab724,https://learnui.design/tools/data-color-picker.html,"Data Viz Color Palette Generator (for Charts &
    Dashboards)",Languages & Systems,58
039c3324-706a-41ae-a486-415a4be503a3,https://fontawesome.com/search,FA,Languages & Systems,59
84d3c9ca-e026-4994-b5ca-d3bb869ca693,https://fontawesome.com/cheatsheet/pro,Fontawesome Cheatsheet,Languages & Systems,60
9b90d3cd-a51b-4f12-8aa0-87ec555a900a,https://grtcalculator.com/,Golden Ratio Typography Calculator,Languages & Systems,61
2adb90ec-fd32-45a0-9cfa-6b5d57aee647,https://fonts.google.com/,Google Fonts,Languages & Systems,62
85b91584-b63f-481a-b8f0-b81adb56302e,https://colordesigner.io/gradient-generator,Gradient Generator | ColorDesigner,Languages & Systems,63
abd4b473-7cb4-416f-bf48-7e8942429699,https://www.gridlover.net/try,Grid lover for Type Scales,Languages & Systems,64
417c67f8-1a82-4bd2-8d8d-e6956655881e,https://materialpalettes.com/,Material Color Palette Generator,Languages & Systems,65
9c76e136-3154-4161-9b87-fb4aadb04d6c,http://www.modularscale.com/,Modular Type Scale,Languages & Systems,66
562d78ce-e4b4-491d-b953-31d49dc8f380,https://hihayk.github.io/modulator/,Modulator,Languages & Systems,67
1c1244e7-e77a-4df9-839c-afa8519cc364,https://ui.shadcn.com/,SHADCN/UI Library,Languages & Systems,68
9fc590fa-e9c1-461c-89a6-eb2005ad388f,https://noeldelgado.github.io/shadowlord/#0011ff,Shadowlord - Tints and Shades Generator Tool,Languages & Systems,69
adba0f56-07fa-464b-a57b-18f4716d17f1,https://hypejunction.github.io/color-wizard/,Systematic Color Palette Generator,Languages & Systems,70
f2093652-b129-4a4f-b8fe-9531a81c2ab6,https://material.io/blog/science-of-color-design,The Science of Color & Design - Material Design,Languages & Systems,71
39837082-da86-4631-b146-3dd4211c6d57,https://www.tints.dev/brand/2522FC,tts.dev,Languages & Systems,72
4a98b0d4-7900-435f-b8c6-6029af0748b5,http://type-scale.c/,Type Scale,Languages & Systems,73
091f4173-221f-4e05-ae04-883d0a53235b,https://www.goabstract.com/,Abstract,Operations & Tactics,74
86b8d05c-22ef-4fd2-bdb7-b0589b3f27f3,https://agile.18f.gov/,Agile Principles and 18F Practices,Operations & Tactics,75
9777a6ce-a576-4cd7-94bc-e52868e7f8fd,https://www.animaapp.com/,Anima,Operations & Tactics,76
a2b53d9c-7fc5-4505-bf95-64d3a2ccef05,https://www.chromatic.com/,"Chromatic: Storybook deployment, review, and test",Operations & Tactics,77
82b1b7f4-b5a9-4229-ad70-953e4213503d,https://fractal.build/,Fractal,Operations & Tactics,78
c6a967b7-516b-4ae7-845e-9f66fd9f1b48,https://gamestorming.com/,Gamestorming | Co-creation tools,Operations & Tactics,79
a538476f-4bd8-4165-b284-4acfb20472df,https://www.mockaroo.com/datasets/143643,Mockaroo,Operations & Tactics,80
f1a3b179-040c-4191-a7c6-cca3d9188365,https://patternlab.io/,Pattern Lab,Operations & Tactics,81
0827f261-e9eb-4793-bf9b-23153cbf6c57,https://trello.com/b/DhxG8ozo/professional-development-framework-v11,"Professional Development Framework (v1.1)
    | Trello",Operations & Tactics,82
265fced5-2a21-4e83-9e87-be0674e5e581,https://progressionapp.com/,"Progression: Helping teams to grow, together",Operations & Tactics,83
71fb086c-a441-485d-a377-b5a86e1e0c3c,https://zeplin.io/,Zeplin,Operations & Tactics,84
877547f6-8cb2-4fb8-b089-aeb0ac569435,https://zeroheight.com/,ZeHeight,Operations & Tactics,85
09898c9d-7bf2-4065-9212-cb0ba54da350,https://www.eleken.co/blog-posts/how-design-operations-work-at-eleken,"DesignOps at Elen: How Our Business
    Operates",DesignOps Thought-Leadership,86
cc85458e-f39a-4935-bd1c-7b3ee7c9650d,https://www.frog.co/designmind/designops101,"DesignOps 101 | What is Design Operations? | frog, part of
    Capgemini Invent",DesignOps Thought-Leadership,87
0b0cd1a6-b097-467e-81b3-6a8544f3c304,https://designlab.com/blog/grid-systems-history-ux-ui-layout,"The Grid System:
    Importance of a Solid UX/UI Layout | Designlab",DesignOps Thought-Leadership,88
0cad98fa-1460-41e5-a604-f912103fbc33,https://coda.io/@designops-guide-and-glossary/dogg/design-ops-101-8,"Design Ops 101 · DesignOps Guide &
    Glossary (DOGG)",DesignOps Thought-Leadership,89
c5b80c93-7543-4fa8-afa0-001a05eb12b0,https://uxplanet.org/everything-you-should-know-about-8-point-grid-system-in-ux-design-b69cb945b18d,"Everything
    you should know about 8 point grid system in UX design | by Ashphiar Raihan Rumman | UX Planet",DesignOps Thought-Leadership,90
ec835406-0a65-47fd-a770-486eb55ca97a,https://www.designops.lol/resources/,Resources - DesignOps LOL,DesignOps Thought-Leadership,91
a0f96bce-fd58-4436-a465-150eb50ecc94,https://www.uxpin.com/studio/blog/designops-rescources/,A Go-To Article for the Best DesignOps Resources,DesignOps Thought-Leadership,92
7d7eb599-8db2-47d8-b8d2-d6790ca9e2ae,https://medium.com/@vicdesign/a-mini-designops-resource-list-8a95c7e3bb15,"A mini DesignOpresource list. Unlock
    the power of DesignOps with this… | by Victor | Medium",DesignOps Thought-Leadership,93
b948fe6a-dfbc-47f3-ab73-fc1a0df5ff42,https://www.nngroup.c/articles/design-ops-study-guide/,DesignOps: Study Guide - NN/g,DesignOps Thought-Leadership,94
ae56ec57-c324-4d4a-a9f0-4d615dd9e296,https://52weeksofux.com/,52 Weeks of UX,Principles & Standards,95
c5934d98-1843-4eba-ad45-351c6071f9b9,https://accessible-colors.com/,Accessible Colors | WCAG 2.0 AA and AAA color contrast checker,Principles & Standards,96
c2c2f284-0bbf-46c1-90fd-0c731140dff3,http://behaviormodel.org/,BJ Fogg Behavior Model,Principles & Standards,97
4ea02086-72d3-40d6-8e0a-81cf975ab3e3,https://coolors.co/contrast-checker/112a46-acc8e5,Color Contrast Checker - Coolors,Principles & Standards,98
e5b91357-e9e0-474b-a787-983137a167e5,http://lpetrich.org/Science/ColorBlindnessSim/ColorBlindnessSim.html,Color-Blindness Simulators,Principles & Standards,99
219bf5ba-49d6-4cbf-8afa-1bf57689b559,https://colourcontrast.cc/,Colour Contrast Checker,Principles & Standards,100
68a52ac5-8b44-49ee-8505-d97ec52ed57c,https://design-can.com/,Design Can,Principles & Standards,101
a16ad5ed-c65b-4deb-b630-9a87513bda83,https://digitalpsychology.io/,Digital Psychology,Principles & Standards,102
1968e325-b24c-4dd6-af27-a0e767be55e4,https://empathyprompts.net/,Empathy Prompts,Principles & Standards,103
1aac0f78-a009-46ae-8498-3205050a54dd,https://en.wikipedia.org/wiki/Fitts%27s_law,Fitts's law - Wikipedia,Principles & Standards,104
86aacb64-888b-400b-b06a-2a56c56181dd,https://lawsofux.com/,Laws of UX,Principles & Standards,105
a5558ebb-6248-4d62-9744-92b1b5cb7393,https://pair.withgoogle.com/,People + AI Guidebook | Google,Principles & Standards,106
bcafdb41-ec79-491c-b801-0704d5a589e1,https://principles.design/examples/,principles.design,Principles & Standards,107
3e419315-0283-47e7-a387-a73d737ce81f,https://www.w3.org/WAI/WCAG21/quickref/,WCAG Accessibility Guidelines,Principles & Standards,108
d814f54c-4030-4fb7-80a8-05e1d0d590e6,https://www.w3.org/TR/WCAG21/,Web Content Accessibility Guidelines,Principles & Standards,109
88d4cf97-029b-4d4a-9f0c-012a2fa9a19e,https://www.w3.org/WAI/ARIA/apg/,ARIA Authoring Practices Guide | APG | WAI | W3C,Principles & Standards,110
6593501f-8cf6-48e3-a643-77e9f4846502,https://accessibleweb.com/,Accessible Web | WCAG & ADA,Principles & Standards,111
4fe42304-b067-47a2-b632-8d1f964ce61c,https://www.gamified.uk/user-types/#player,A Player Type Framework For Gamification Design,Principles & Standards,112
de4aedc0-09aa-45c1-b91d-24ac5ee0fa68,https://goodux.appcues.com/,GoodUX,Principles & Standards,113
b9867ce3-bfff-4219-8803-ce81550c2711,https://www.gamified.uk/2014/09/19/language-gamification-short-glossary/,The Language Of Gamification,Principles & Standards,114
496cc100-328f-4854-a611-a3a8e54baa1c,https://www.luma-institute.com/about-luma/luma-system-explore-methods/,"Human-centered design framework | LUMA
    System",Principles & Standards,115
b6a29c2e-8484-487b-82f0-41bfeb5676ec,https://digital.gov/guides/accessibility-for-teams/,Accessibility r teams - Digital.gov,Principles & Standards,116
75fc2bd3-6e45-4cf0-a5f4-8f72bed28ab4,https:/reativecommons.org/chooser/,Chooser - Creative Commons,Principles & Standards,117
db7add1b-b59c-4713-b023-ec571f27cd7f,https://www.gamified.uk/user-types/,A Player Type Framework For Gamification Design,Research,118
4fcbfaf4-a54d-4cac-a790-ca5cfce37df9,https://helio.app/,"Helio - Test prototypes, screens, concepts, and design ideas. Learn from real people in
    minutes",Research,119
37c74ace-d3c6-4535-80fc-200dab11d61d,https://www.optimalworkshop.com/treejack,Optimal Workshop | Information architecture validation software,Research,120
6767dcf9-1881-4b24-9966-06a82c0eec1e,https://infodesign.com.au/usabilityresources.html,Usability resources,Research,121
8e61df66-50f9-4ac0-8f3a-a275ef137273,https://www.uxtweak.com/,UX Tweak,Research,122
fc091772-5c2e-44c7-baab-74161e913049,https://www.wordclouds.com/,Word Cloud,Research,123
c943c862-6844-43aa-9e42-fb72d0800854,https://answerthepublic.com/,"AnswerThePublic | Seah listening tool for market, customer & content research",Research,124
2765ff4c-5407-4be9-bc54-7615c2e5f712,https:/aserow.io/,BaseRow | Free AirTable Alt,Research,125
b730d740-4e02-4172-a7d0-6f1bfaadffd9,http://colormind.io/,Colormind - the AI powered color palette generator,Strategy,126
6be04f6d-9d9b-4f7e-873f-207556ce979b,https://loading.io/,loading.io - Your SVG + GIF + PNG Ajax Loading Icons and Animation Generator,Strategy,127
99b20c4c-20f0-4f4d-aee4-50570053e6e5,https://mermaid.js.org/,Mermaid Diagramming,Strategy,128
01df424f-f954-4709-9196-65f0d649602c,https://www.omnicalculator.com/other/pixels-to-print-size,Pixels to Print SizCalculator,Strategy,129
4e590c33-34f1-40ce-86a5-1accb1aa1552,https://w.computerhope.com/jargon/w/w3c-color-names.htm,W3C Color Names?,Strategy,130
a4be4180-327c-424d-91fc-918f0ff55930,https://huggingface.co/,Hugging Face - The AI community building the future.,AI,131
3a54b926-509f-4c86-a783-cb9cf3394d73,https://letsenhance.io/boost,My images | LetsEnhance.io - Image enhancement powered by AI,AI,132
7cb73af4-bbc8-4887-8cb8-e1fba7ee6c3e,https://theresanaiforthat.com/,There's An AI For That (TAAFT) - AI Aregator,AI,133
e7e4da01-f13a-4476-8fcc-4bcdb646cbd0,https://wwweavely.ai/,Weavely | Design & Publish Forms in Figma,AI,134
75765e9f-f386-462a-ace1-e9ca5e3806d1,http://adaptive-images.com/,Adaptive Images in HTML,Development,135
1fecf9f0-f3bd-4ea3-a786-5b6ef72d8ffe,http://basehold.it/,Basehold,Development,136
b70ae6d9-9bf1-4c08-91d2-6a1c76572ed2,http://designmodo.com/startup/,Startup Design Framework | Designmodo,Development,137
07b287c2-e4f4-49ef-b028-9c807a28e607,http://keyes.ie/things/baseliner/,Baseliner,Development,138
5a3a523d-641d-4f1b-9990-c40d8647b6af,http://nativeformelements.com/,Native Form Elements,Development,139
d56afab9-772c-4cb8-b293-d8d5037a888c,http://palette.site/,Site Palette - Get the essential colours from a website,Development,140
33bc31e9-7e31-47b8-9650-025dcf061826,http://tedgoas.github.io/Cerberus/,Cerberus Email Patterns,Development,141
287049ea-6117-4efb-839b-215746f0f153,http://who.is/,Who.is,Development,142
30d2571d-2d76-4438-8ca7-93fe21f480cc,https://blisk.io/,Blisk | A browser for web developers,Development,143
14902737-959d-4891-afa1-2752b9d79165,https://caniuse.com/,"Can I use... Support tables for HTML5, CSS3, etc",Development,144
614875d3-28c8-450f-99cf-a84fed22f4a4,https://clickclickclick.click/,Click 👈 👆 ↗️ 〰️,Development,145
bacb712c-f977-4ce8-ac30-5e4351c3fa78,https://coolify.io/,Coolify,Development,146
3e562a23-c061-4f9c-9236-d97b330e52ef,https://css-tricks.com/snippets/css/a-guide-to-flexbox/,A Complete Guide To Flexbox | CSS-Tricks,Development,147
302f48ae-2384-44ed-b870-782fa1c4a030,https://cssgrid-generator.netlify.app/,CSS Grid Generator,Development,148
e6d47c42-cbd1-4b15-b66b-a99688ab8d84,https://cssstats.com/,CSS Stats,Development,149
54bdf60c-3462-41c6-b3e6-8891be3a361c,https://dashboard.render.com/,Render Dashboard,Development,150
041d031e-7b63-4390-a262-1284ac6ceee9,https://developer.mozilla.org/en-US/,MDN Web Docs,Development,151
0dc70e48-0829-4ddd-b5c0-4d595b11b2a6,https://developer.mozilla.org/en-US/docs/Web/CSS,CSS,Development,152
f20fdc6e-9979-4166-a4e0-e6d878ed3ee9,https://developers.google.com/web/fundamentals/web-app-manifest/,The Web App Manifest,Development,153
a268b2ec-25d3-4037-b1ce-0513582b4c47,https://developers.google.com/web/progressive-web-apps/checklist,Progressive Web App Checklist,Development,154
f9188ccf-f770-4746-8f1e-e5736067417c,https://deviceatlas.com/blog/list-of-user-agent-strings,List of User Agent strings,Development,155
7a77fe39-cf01-4098-81a4-1369da812eaa,https://docs.github.com/en/get-started/writing-on-github/getting-started-with-writing-and-formatting-on-github/basic-writing-and-formatting-syntax,"Basic
    writing and formatting syntax - GitHub Docs",Development,156
fabd7483-fbd0-4ee9-af40-59c38c30352d,https://editor.swagger.io/,Swagger | API Editor & Validator,Development,157
72d8f0e7-007f-403f-8d89-aee65aed3e93,https://every-layout.dev/checkout/?ref=producthunt,Every Layout,Development,158
4ded6f8f-c8f8-4158-a082-6593510e4c4b,https://flaviocopes.com/tailwind-cheat-sheet/,The Tailwind Cheat Sheet,Development,159
d83ca045-6505-44ee-8690-ad82dab651d9,https://frontmatter.codes/,Headless CMS right in your code editor | Front Matter,Development,160
6849830e-1933-4d23-867f-b56eb66b0f22,https://github.com/renderghost?tab=repositories,GitHub Repositories,Development,161
df17ea2b-53ce-4c17-863c-4a786c8e8162,https://github.com/renderghost,GitHub Profile,Development,162
5a4b98dd-4437-4ecc-b3ea-38341f62e3e2,https://inclusive-components.design/cards/,Cards,Development,163
582e7280-0db4-4df9-8f3f-7827b6d25bfc,https://lucide.dev/icons/,Lucide,Development,164
fdaf433d-e133-4fa4-a611-9d465d16ab5b,https://lucide.dev/icons/figma,Lucide,Development,165
bfe3322a-bdd9-43f8-ac4d-1e4534f16776,https://material.io/collections/machine-learning/object-detection-live-camera.html#experience,"Object
    Detection: Live Camera - Material Design",Development,166
74613712-e825-4f7e-a3fc-ea204275c38e,https://meyerweb.com/eric/tools/dencoder/,URL Decoder/Encoder,Development,167
ce26cd7a-2ffb-4e19-942b-d2c49a7433b8,https://mixmark-io.github.io/turndown/,Turndown Demo,Development,168
36d82e51-0efa-4520-b8b8-3cd13b521e57,https://mkfizi.dev/tailbone/,Tailbone - TailwindCSS UX Skeleton Generator,Development,169
20048d08-05e4-489f-8c5a-9039f642ba07,https://motion.dev/,Motion - A modern animation library for JavaScript and React,Development,170
6bffd192-2196-413e-8ea4-5e536184a32a,https://readme.so/,readme.so,Development,171
d394f4a1-6573-42a3-b2e1-498ac9890710,https://remix.run/docs/en/main/discussion/introduction#introduction-technical-explanation,"Introduction,
    Technical Explanation | Remix",Development,172
b9554c5e-aa3a-4e2c-bebe-a33e1b4e18be,https://serpapi.com/users/welcome#,Welcome - SerpApi,Development,173
a445ba0b-aafa-47de-9552-06bfd1a62670,https://sizzy.co/,Sizzy,Development,174
7b29d932-f9fc-4465-992a-67d346e87a94,https://strapi.io/,Strapi - Open source Node.js Headless CMS 🚀,Development,175
f11554d0-938b-46e7-a2ae-656418b0cd27,https://tailtools.app/palette-generator,Palette Generator | Tailtools: Tailwind CSS Tools,Development,176
27053d6c-d1e3-4fc5-9e85-6f3505e5a7cc,https://tailwind-generator.com/,Tailwind Generator,Development,177
59715b59-f0b7-4dea-b2ad-a137d8b0c5cf,https://tailwind.ink/,Tailwind Ink | AI color palette generator for Tailwindcss,Development,178
629a15e6-7f46-483d-93dd-bc9ca4d03f49,https://tailwindcss.504b.cc/,Tailwind CSS Cheatsheet,Development,179
1dd58944-1466-41fe-a3be-e4a37e6ae7e7,https://tailwindflex.com/,TailwindFlex: Components + Samples,Development,180
372a2cb2-ae98-4c2e-a100-56a97e2f7c59,https://tailwindui.com/components/preview,Tailwind CSS Component Playground - Tailwind UI,Development,181
7f7e5850-1805-4335-ab55-615199da7203,https://uicolors.app/create,Tailwind CSS Color Generator,Development,182
ad8607d6-d173-4e50-ad14-4726a3e48a31,https://vercel.com/renderghost-projects,Vercel,Development,183
4a2d42c7-3a85-4cc3-9ff2-aec6825b17a4,https://voideditor.com/,Void,Development,184
bcf9b5cc-a6b1-4fed-9221-ac72eb13af70,https://webflow.com/dashboard?workspace=job-finding,WebFlow,Development,185
eef5a908-4aa6-4122-9476-caca416d3b43,https://wpdean.com/tuikit/modals.html,Tailwind CSS Modals | Interactive Popup & Dialog Components,Development,186
63791506-d9f2-4947-ad15-516023c39b90,https://www.composerize.com/,Composerize,Development,187
76a6fa14-95b4-49e7-bc89-f78f71cdc0dd,https://www.design-tokens.dev/,Design Tokens Generator - For Web Developers and Designers,Development,188
4f9327ac-a84e-4ac3-9833-4b680b7e58c5,https://www.figma.com/plugin-docs/css-variables/#list-of-all-available-color-tokens,"CSS Variables and Theming
    | Plugin API",Development,189
425cf93e-0d3d-4d9c-8cd5-40e5297fa998,https://www.mysitemapgenerator.com/,Sitemap Generator. Create XML Sitemaps Online,Development,190
3304aba3-3ccb-4f96-8f7e-bcfe2f6c301e,https://www.projectwallace.com/,CSS Analytics - Project Wallace,Development,191
585f7536-0a70-4200-ae1d-9ac90af959c3,https://www.rgbtohex.net/,RGB to HEX,Development,192
87b9b98d-4d46-4b28-bdcd-8d53d39f8fa6,https://www.tailwindgen.com/,Tailwind Grid Generator,Development,193
1fe1bb82-b045-429e-bb50-5aa28b8d2013,https://www.transition.style/#in:circle:hesitate,Transition.css - easy transitions with clip-path,Development,194
f5575b16-6ff3-4e71-b1d9-8a4a90c4cbe0,https://backsideofdawn.github.io/csscolorfinder/,Color Finder,Development,195
4788462a-4c43-435d-843b-297f8af23b41,https://worditout.com/word-cloud/create,Create word clouds - WordItOut,Development,196
e85078e7-d096-43dc-a09d-88605d0dce36,https://fffuel.co/,"Free SVG generators, color tools & web design tools",Development,197
bb410d46-5f0c-4a62-852b-21348b857ff6,https://hexp3.com/,HEX <> P3 | Quickly convert your HEX colors to Dplay P3 color space.,Development,198
9897d838-127c-4245-bc32-a35575a67edb,https://keywordsheeter.com/,Keyword Sheeter - Free Keyword Ideas Tool,Development,199
2a4de74f-9423-420a-8d08-14cee9d66a0f,https://maze.toys/,Maze Toys,Development,200
4077a0bf-c34f-40a0-95f1-66bd05818e36,https://www.mentimeter.com/app/home,Mentimeter,Development,201
f87e53e4-9220-487b-afa9-ead02a20c165,https://app.mochi.cards/,Mochi,Development,202
564a326e-9f17-4677-aa80-5378e0c74750,https://www.nerdfonts.com/font-dowoads,"Nerd Fonts - Iconic font aggregator, glyphs/icons collection, & fonts
    patcher",Development,203
d268cdb7-76fc-45f5-a193-10a245ef83b0,https://nocodb.com/,NocoDB Cloud,Development,204
1c1c6f82-7618-46f5-9ba1-5f792adc379b,htt://www.notion.so/,Notion,Development,205
d9c1b89f-e6e0-48e8-ba61-34604b21e635,http://bokardo.com/,Bokardo,Blog,206
